student_id,student_name,class,hobby,father_name,contact_number,address,bus_route
243,Charan Gupta,5,Kabaddi,Manasa Das,9843854609,"H.No. 242, Ameerpet, Hyderabad",Route-11
244,Rahul Babu,8,Story Writing,Priya Patel,9855438611,"H.No. 789, Dilsukhnagar, Hyderabad",Route-12
245,Rahul Gupta,6,Drawing,Harsha Kulkarni,9613443905,"H.No. 157, Gachibowli, Hyderabad",Route-12
246,Navya Agarwal,8,Music,Naveen Joshi,9918040539,"H.No. 254, Nagole, Hyderabad",Route-10
247,Sai Verma,10,Badminton,Manoj Verma,9705771555,"H.No. 115, Ameerpet, Hyderabad",Route-9
248,Keerthi Yadav,6,Painting,Pallavi Joshi,9658712474,"H.No. 453, Kukatpally, Hyderabad",Route-11
249,Saanvi Das,9,Football,Bhavya Kumar,9586869229,"H.No. 136, Secunderabad, Hyderabad",Route-7
250,Rohit Das,8,Singing,Vihaan Joshi,9876616079,"H.No. 23, Madhapur, Hyderabad",Route-5
251,Aarav Yadav,5,Kabaddi,Manasa Kumar,9852032540,"H.No. 66, Secunderabad, Hyderabad",Route-1
252,Arjun Chowdary,8,Drawing,Aditya Gupta,9922301213,"H.No. 657, Manikonda, Hyderabad",Route-11
253,Naveen Agarwal,8,Badminton,Vamsi Babu,9833076128,"H.No. 988, Nagole, Hyderabad",Route-9
254,Kiran Agarwal,9,Story Writing,Rahul Patel,9236737888,"H.No. 746, Uppal, Hyderabad",Route-1
255,Vivaan Gupta,8,Volleyball,Rohit Joshi,9984076542,"H.No. 236, Uppal, Hyderabad",Route-8
256,Teja Naidu,10,Football,Meera Yadav,9969170578,"H.No. 677, Madhapur, Hyderabad",Route-10
257,Vivaan Varma,5,Football,Saanvi Kumar,9579362443,"H.No. 613, Nagole, Hyderabad",Route-12
258,Vihaan Varma,8,Skating,Aditya Iyer,9333291033,"H.No. 773, Nizampet, Hyderabad",Route-1
259,Kiran Verma,10,Painting,Riya Varma,9720058859,"H.No. 613, Kondapur, Hyderabad",Route-11
260,Abhiram Varma,10,Dance,Priya Naidu,9544056890,"H.No. 308, Dilsukhnagar, Hyderabad",Route-1
261,Divya Das,9,Football,Diya Nair,9469812603,"H.No. 965, Nagole, Hyderabad",Route-11
262,Vamsi Verma,8,Singing,Abhiram Nair,9504221050,"H.No. 189, Kondapur, Hyderabad",Route-9
263,Lakshmi Varma,10,Swimming,Kavya Gupta,9161873231,"H.No. 576, Madhapur, Hyderabad",Route-7
264,Divya Verma,6,Music,Kiran Iyer,9454617185,"H.No. 663, Kukatpally, Hyderabad",Route-8
265,Harsha Kumar,5,Volleyball,Madhavi Yadav,9823349713,"H.No. 620, Begumpet, Hyderabad",Route-1
266,Arjun Yadav,6,Music,Manasa Joshi,9457517705,"H.No. 311, Tarnaka, Hyderabad",Route-1
267,Saanvi Yadav,6,Music,Rahul Chowdary,9525880424,"H.No. 938, Uppal, Hyderabad",Route-9
268,Abhiram Gupta,9,Kabaddi,Vamsi Babu,9431165907,"H.No. 268, LB Nagar, Hyderabad",Route-9
269,Bhavya Babu,7,Kabaddi,Krishna Chowdary,9435997460,"H.No. 424, Ameerpet, Hyderabad",Route-10
270,Kavya Naidu,9,Cycling,Vivaan Singh,9416960306,"H.No. 157, Uppal, Hyderabad",Route-6
271,Kavya Iyer,8,Painting,Pallavi Varma,9376302498,"H.No. 782, Nizampet, Hyderabad",Route-8
272,Bhavya Babu,6,Skating,Ananya Agarwal,9624325659,"H.No. 189, Tarnaka, Hyderabad",Route-9
273,Vihaan Verma,10,Cricket,Aditya Kumar,9542802779,"H.No. 141, Nizampet, Hyderabad",Route-11
274,Kavya Kumar,6,Swimming,Nikhil Reddy,9500721199,"H.No. 62, Begumpet, Hyderabad",Route-11
275,Harini Chowdary,5,Skating,Bhavya Reddy,9541671360,"H.No. 13, Ameerpet, Hyderabad",Route-9
276,Meera Joshi,9,Cycling,Riya Reddy,9965615974,"H.No. 963, Tarnaka, Hyderabad",Route-3
277,Krishna Rao,6,Story Writing,Sirisha Naidu,9371031968,"H.No. 835, LB Nagar, Hyderabad",Route-5
278,Likith Kumar,8,Dance,Harsha Iyer,9848651792,"H.No. 232, Dilsukhnagar, Hyderabad",Route-11
279,Sai Sharma,8,Skating,Sai Iyer,9611106584,"H.No. 58, Nagole, Hyderabad",Route-1
280,Ananya Kumar,10,Reading,Bhavya Nair,9667106600,"H.No. 942, Ameerpet, Hyderabad",Route-4
281,Saanvi Das,5,Coding,Lakshmi Singh,9683074772,"H.No. 578, Nagole, Hyderabad",Route-1
282,Diya Mishra,9,Volleyball,Vivaan Yadav,9182611003,"H.No. 307, Miyapur, Hyderabad",Route-10
283,Pooja Das,7,Drawing,Vamsi Joshi,9948790854,"H.No. 706, Manikonda, Hyderabad",Route-2
284,Keerthi Agarwal,8,Badminton,Vihaan Rao,9465708674,"H.No. 620, Kondapur, Hyderabad",Route-10
285,Navya Iyer,10,Swimming,Abhiram Reddy,9626781451,"H.No. 234, LB Nagar, Hyderabad",Route-9
286,Vamsi Nair,10,Badminton,Diya Das,9929108437,"H.No. 634, Dilsukhnagar, Hyderabad",Route-4
287,Arjun Kumar,8,Drawing,Meera Naidu,9894198823,"H.No. 399, LB Nagar, Hyderabad",Route-6
288,Krishna Kumar,8,Coding,Aarav Gupta,9209770151,"H.No. 136, Kukatpally, Hyderabad",Route-3
289,Akash Babu,9,Reading,Divya Joshi,9128198506,"H.No. 92, LB Nagar, Hyderabad",Route-9
290,Sai Kulkarni,8,Singing,Navya Mishra,9544325176,"H.No. 398, Kondapur, Hyderabad",Route-2
291,Divya Varma,6,Volleyball,Pallavi Verma,9282001119,"H.No. 143, Dilsukhnagar, Hyderabad",Route-5
292,Meera Chowdary,6,Coding,Nikhil Kumar,9552155193,"H.No. 307, Gachibowli, Hyderabad",Route-2
293,Harsha Singh,9,Music,Pooja Chowdary,9591625191,"H.No. 110, Miyapur, Hyderabad",Route-5
294,Aarav Iyer,8,Swimming,Charan Kulkarni,9459420281,"H.No. 441, Nizampet, Hyderabad",Route-11
295,Navya Naidu,9,Music,Priya Mishra,9614332794,"H.No. 322, Miyapur, Hyderabad",Route-7
296,Abhiram Gupta,6,Volleyball,Bhavya Das,9400969989,"H.No. 837, Kondapur, Hyderabad",Route-7
297,Harsha Rao,9,Chess,Pallavi Yadav,9831983367,"H.No. 787, Secunderabad, Hyderabad",Route-1
298,Rohit Yadav,10,Cycling,Manoj Gupta,9822604249,"H.No. 512, Miyapur, Hyderabad",Route-11
299,Priya Varma,10,Volleyball,Sneha Naidu,9179419456,"H.No. 460, Begumpet, Hyderabad",Route-8
300,Manasa Iyer,10,Skating,Madhavi Verma,9139476288,"H.No. 810, LB Nagar, Hyderabad",Route-12
301,Madhavi Kulkarni,6,Kabaddi,Sai Rao,9278604592,"H.No. 663, Begumpet, Hyderabad",Route-1
302,Pallavi Iyer,5,Reading,Charan Nair,9377818215,"H.No. 228, Secunderabad, Hyderabad",Route-12
303,Sirisha Joshi,6,Kabaddi,Manasa Das,9519977113,"H.No. 475, Kondapur, Hyderabad",Route-11
304,Manasa Verma,5,Reading,Nikhil Agarwal,9417217932,"H.No. 426, Tarnaka, Hyderabad",Route-2
305,Rahul Naidu,7,Music,Teja Gupta,9659542785,"H.No. 495, LB Nagar, Hyderabad",Route-8
306,Krishna Babu,5,Football,Manoj Mishra,9969930526,"H.No. 728, Kukatpally, Hyderabad",Route-1
307,Charan Rao,9,Skating,Ananya Varma,9271944408,"H.No. 339, Secunderabad, Hyderabad",Route-7
308,Rohit Varma,6,Cycling,Likith Patel,9524753348,"H.No. 30, Manikonda, Hyderabad",Route-10
309,Ishita Babu,8,Music,Manasa Nair,9320959407,"H.No. 286, Kondapur, Hyderabad",Route-12
310,Arjun Das,6,Painting,Krishna Joshi,9311606895,"H.No. 469, Kukatpally, Hyderabad",Route-5
311,Bhavya Verma,8,Volleyball,Abhiram Kulkarni,9730291513,"H.No. 117, LB Nagar, Hyderabad",Route-6
312,Rohit Kulkarni,9,Badminton,Diya Gupta,9821672704,"H.No. 138, LB Nagar, Hyderabad",Route-2
313,Pooja Gupta,7,Drawing,Rahul Patel,9648494024,"H.No. 398, Madhapur, Hyderabad",Route-10
314,Kiran Das,6,Skating,Vamsi Nair,9844567935,"H.No. 942, Nagole, Hyderabad",Route-3
315,Divya Patel,6,Painting,Bhavya Gupta,9584258607,"H.No. 635, Ameerpet, Hyderabad",Route-6
316,Aarav Chowdary,8,Story Writing,Kiran Yadav,9801228319,"H.No. 507, Madhapur, Hyderabad",Route-11
317,Bhavya Nair,6,Cricket,Manoj Chowdary,9954570592,"H.No. 780, Uppal, Hyderabad",Route-5
318,Aditya Singh,7,Swimming,Kavya Joshi,9707362554,"H.No. 761, Kondapur, Hyderabad",Route-8
319,Divya Verma,5,Skating,Rahul Das,9983993176,"H.No. 376, Secunderabad, Hyderabad",Route-1
320,Manoj Joshi,5,Dance,Saanvi Nair,9419662531,"H.No. 896, Ameerpet, Hyderabad",Route-8
321,Sneha Agarwal,5,Music,Sai Babu,9970485411,"H.No. 756, Begumpet, Hyderabad",Route-12
322,Teja Kulkarni,9,Music,Akash Patel,9973521043,"H.No. 212, Kondapur, Hyderabad",Route-1
323,Pallavi Agarwal,9,Chess,Madhavi Singh,9447520416,"H.No. 721, Dilsukhnagar, Hyderabad",Route-5
324,Pallavi Singh,6,Football,Keerthi Rao,9397773877,"H.No. 888, Nagole, Hyderabad",Route-3
325,Kiran Varma,6,Volleyball,Nikhil Mishra,9625552311,"H.No. 146, Begumpet, Hyderabad",Route-11
326,Meera Nair,5,Badminton,Vamsi Babu,9532557724,"H.No. 528, Manikonda, Hyderabad",Route-5
327,Harsha Babu,9,Badminton,Bhavya Mishra,9884832186,"H.No. 996, Gachibowli, Hyderabad",Route-11
328,Teja Kumar,6,Music,Madhavi Iyer,9631196129,"H.No. 275, LB Nagar, Hyderabad",Route-5
329,Charan Joshi,9,Painting,Pallavi Naidu,9832884547,"H.No. 781, Ameerpet, Hyderabad",Route-1
330,Krishna Babu,6,Swimming,Vivaan Rao,9100725768,"H.No. 982, Madhapur, Hyderabad",Route-4
331,Kiran Gupta,5,Kabaddi,Ananya Singh,9368853440,"H.No. 85, LB Nagar, Hyderabad",Route-11
332,Ananya Sharma,10,Dance,Likith Gupta,9560883210,"H.No. 672, Kukatpally, Hyderabad",Route-12
333,Krishna Reddy,5,Dance,Saanvi Chowdary,9657749020,"H.No. 697, Gachibowli, Hyderabad",Route-1
334,Aarav Mishra,10,Yoga,Rahul Nair,9176051319,"H.No. 235, Madhapur, Hyderabad",Route-2
335,Krishna Rao,7,Volleyball,Abhiram Agarwal,9930496866,"H.No. 833, Kondapur, Hyderabad",Route-3
336,Nikhil Kumar,5,Chess,Sirisha Das,9572553155,"H.No. 360, Manikonda, Hyderabad",Route-4
337,Nikhil Nair,6,Reading,Harini Babu,9250337960,"H.No. 771, Kukatpally, Hyderabad",Route-10
338,Vamsi Agarwal,6,Coding,Akash Mishra,9792156071,"H.No. 87, Uppal, Hyderabad",Route-9
339,Navya Kulkarni,10,Singing,Navya Gupta,9320595661,"H.No. 531, Begumpet, Hyderabad",Route-9
340,Ishita Iyer,6,Volleyball,Riya Sharma,9221057584,"H.No. 247, Gachibowli, Hyderabad",Route-11
341,Navya Kumar,7,Drawing,Sirisha Reddy,9515364404,"H.No. 882, Nizampet, Hyderabad",Route-10
342,Naveen Agarwal,8,Cricket,Madhavi Patel,9730676755,"H.No. 70, Ameerpet, Hyderabad",Route-5
343,Saanvi Sharma,9,Story Writing,Vihaan Iyer,9923678093,"H.No. 426, Madhapur, Hyderabad",Route-12
344,Likith Kumar,9,Coding,Madhavi Joshi,9189761677,"H.No. 318, Kukatpally, Hyderabad",Route-9
345,Saanvi Naidu,8,Badminton,Madhavi Mishra,9433041955,"H.No. 716, Madhapur, Hyderabad",Route-12
346,Pooja Sharma,8,Swimming,Pooja Kumar,9757448675,"H.No. 624, Ameerpet, Hyderabad",Route-5
347,Diya Rao,10,Chess,Aarav Naidu,9633019326,"H.No. 976, LB Nagar, Hyderabad",Route-9
348,Sirisha Singh,6,Coding,Ananya Agarwal,9886983862,"H.No. 908, Kukatpally, Hyderabad",Route-1
349,Charan Nair,5,Badminton,Meera Verma,9632734398,"H.No. 467, Secunderabad, Hyderabad",Route-6
350,Vihaan Chowdary,7,Coding,Pallavi Patel,9930355646,"H.No. 106, Tarnaka, Hyderabad",Route-10
351,Rahul Varma,5,Dance,Keerthi Reddy,9149372289,"H.No. 484, LB Nagar, Hyderabad",Route-7
352,Nikhil Patel,10,Cycling,Aditya Joshi,9341071485,"H.No. 330, Uppal, Hyderabad",Route-7
353,Abhiram Singh,7,Story Writing,Arjun Das,9822977979,"H.No. 924, Ameerpet, Hyderabad",Route-3
354,Kavya Verma,5,Singing,Aditya Iyer,9930568802,"H.No. 866, Dilsukhnagar, Hyderabad",Route-6
355,Sai Joshi,7,Singing,Rohit Reddy,9705382875,"H.No. 804, Dilsukhnagar, Hyderabad",Route-12
356,Harini Varma,9,Music,Rohit Agarwal,9886476517,"H.No. 923, Secunderabad, Hyderabad",Route-4
357,Nikhil Reddy,6,Kabaddi,Naveen Reddy,9782837348,"H.No. 860, Manikonda, Hyderabad",Route-1
358,Charan Reddy,5,Story Writing,Vamsi Gupta,9355730504,"H.No. 430, Gachibowli, Hyderabad",Route-1
359,Nikhil Singh,6,Cycling,Sai Sharma,9852528635,"H.No. 918, LB Nagar, Hyderabad",Route-8
360,Sai Das,6,Volleyball,Krishna Verma,9180348617,"H.No. 607, Begumpet, Hyderabad",Route-1
361,Akash Naidu,7,Volleyball,Pooja Gupta,9852398388,"H.No. 852, Manikonda, Hyderabad",Route-6
362,Abhiram Babu,5,Drawing,Meera Varma,9937450959,"H.No. 789, Begumpet, Hyderabad",Route-2
363,Nikhil Rao,8,Cycling,Ananya Babu,9229640083,"H.No. 549, LB Nagar, Hyderabad",Route-4
364,Manoj Gupta,5,Chess,Rohit Singh,9967150570,"H.No. 703, Dilsukhnagar, Hyderabad",Route-12
365,Navya Sharma,6,Dance,Saanvi Mishra,9481975879,"H.No. 406, Secunderabad, Hyderabad",Route-1
366,Priya Singh,8,Skating,Diya Reddy,9903243119,"H.No. 564, Uppal, Hyderabad",Route-2
367,Rohit Rao,5,Dance,Kiran Rao,9240354421,"H.No. 203, Nizampet, Hyderabad",Route-7
368,Harsha Kumar,7,Cricket,Manasa Das,9169226321,"H.No. 203, Tarnaka, Hyderabad",Route-11
369,Manoj Naidu,5,Swimming,Sai Mishra,9154371817,"H.No. 173, Tarnaka, Hyderabad",Route-10
370,Akash Iyer,8,Cycling,Bhavya Reddy,9285550328,"H.No. 363, Uppal, Hyderabad",Route-3
371,Meera Singh,5,Dance,Manoj Naidu,9795009888,"H.No. 303, Gachibowli, Hyderabad",Route-7
372,Divya Chowdary,7,Drawing,Vihaan Kumar,9550149967,"H.No. 205, Nagole, Hyderabad",Route-9
373,Pooja Joshi,10,Yoga,Vivaan Iyer,9684671539,"H.No. 801, Gachibowli, Hyderabad",Route-6
374,Pallavi Verma,7,Cricket,Abhiram Iyer,9442392183,"H.No. 612, Uppal, Hyderabad",Route-1
375,Meera Sharma,7,Dance,Lakshmi Verma,9271395839,"H.No. 103, Uppal, Hyderabad",Route-11
376,Pooja Singh,6,Volleyball,Madhavi Sharma,9480968571,"H.No. 958, Nizampet, Hyderabad",Route-3
377,Diya Varma,10,Kabaddi,Manasa Mishra,9735185398,"H.No. 29, Manikonda, Hyderabad",Route-12
378,Teja Das,9,Yoga,Pallavi Naidu,9682101860,"H.No. 317, Miyapur, Hyderabad",Route-8
379,Aditya Kumar,9,Cricket,Vihaan Varma,9665269791,"H.No. 490, Ameerpet, Hyderabad",Route-6
380,Harini Yadav,10,Painting,Kiran Mishra,9163947730,"H.No. 23, Miyapur, Hyderabad",Route-10
381,Nikhil Rao,5,Volleyball,Sirisha Agarwal,9729230605,"H.No. 104, LB Nagar, Hyderabad",Route-5
382,Abhiram Naidu,10,Painting,Ananya Nair,9287048690,"H.No. 725, Secunderabad, Hyderabad",Route-12
383,Harini Agarwal,6,Singing,Kavya Das,9888121101,"H.No. 706, Dilsukhnagar, Hyderabad",Route-3
384,Diya Reddy,9,Chess,Pallavi Iyer,9746809909,"H.No. 326, Tarnaka, Hyderabad",Route-10
385,Kavya Das,6,Badminton,Krishna Chowdary,9355546183,"H.No. 356, LB Nagar, Hyderabad",Route-3
386,Sai Mishra,7,Dance,Manoj Reddy,9844292151,"H.No. 70, LB Nagar, Hyderabad",Route-5
387,Krishna Reddy,8,Cycling,Vihaan Iyer,9278604541,"H.No. 906, Madhapur, Hyderabad",Route-8
388,Vamsi Agarwal,5,Dance,Madhavi Iyer,9274651099,"H.No. 463, Kukatpally, Hyderabad",Route-1
389,Riya Reddy,5,Painting,Abhiram Singh,9282649071,"H.No. 910, Madhapur, Hyderabad",Route-3
390,Arjun Joshi,9,Yoga,Sai Mishra,9856456108,"H.No. 32, Madhapur, Hyderabad",Route-11
391,Ananya Kulkarni,5,Painting,Akash Patel,9320708138,"H.No. 998, Uppal, Hyderabad",Route-7
392,Divya Joshi,7,Reading,Sneha Gupta,9153295652,"H.No. 403, Begumpet, Hyderabad",Route-9
393,Bhavya Naidu,5,Badminton,Vihaan Agarwal,9416270056,"H.No. 844, Nagole, Hyderabad",Route-11
394,Navya Chowdary,5,Chess,Ishita Rao,9785252000,"H.No. 299, Kukatpally, Hyderabad",Route-8
395,Rahul Gupta,8,Coding,Likith Chowdary,9197857474,"H.No. 658, Secunderabad, Hyderabad",Route-7
396,Diya Agarwal,6,Football,Vamsi Agarwal,9382711894,"H.No. 451, Gachibowli, Hyderabad",Route-5
397,Kavya Singh,6,Reading,Pallavi Sharma,9192027526,"H.No. 685, LB Nagar, Hyderabad",Route-9
398,Naveen Das,5,Story Writing,Kavya Joshi,9549502766,"H.No. 989, Secunderabad, Hyderabad",Route-11
399,Lakshmi Das,7,Volleyball,Pooja Chowdary,9866979905,"H.No. 36, Secunderabad, Hyderabad",Route-10
400,Sirisha Das,5,Chess,Harini Naidu,9279491823,"H.No. 996, Uppal, Hyderabad",Route-4
401,Kiran Sharma,10,Music,Akash Kumar,9983221403,"H.No. 643, Miyapur, Hyderabad",Route-10
402,Sneha Mishra,8,Volleyball,Arjun Kumar,9692763677,"H.No. 334, Nizampet, Hyderabad",Route-5
403,Sirisha Babu,9,Cycling,Aarav Kulkarni,9220816186,"H.No. 425, Miyapur, Hyderabad",Route-3
404,Pallavi Das,5,Reading,Manasa Rao,9943687944,"H.No. 293, Nizampet, Hyderabad",Route-9
405,Teja Nair,10,Yoga,Sneha Iyer,9140228456,"H.No. 177, Dilsukhnagar, Hyderabad",Route-7
406,Nikhil Kulkarni,5,Painting,Navya Iyer,9841433502,"H.No. 244, Ameerpet, Hyderabad",Route-12
407,Lakshmi Singh,7,Singing,Harsha Reddy,9401019924,"H.No. 864, Gachibowli, Hyderabad",Route-12
408,Krishna Varma,10,Painting,Kiran Gupta,9389287503,"H.No. 747, Madhapur, Hyderabad",Route-10
409,Sai Yadav,8,Yoga,Manoj Yadav,9915499713,"H.No. 529, Nizampet, Hyderabad",Route-6
410,Vihaan Verma,7,Story Writing,Ananya Kumar,9533131502,"H.No. 139, Kondapur, Hyderabad",Route-9
411,Pallavi Reddy,6,Dance,Diya Yadav,9135509761,"H.No. 468, Ameerpet, Hyderabad",Route-6
412,Ishita Singh,9,Reading,Harsha Babu,9831405402,"H.No. 32, Uppal, Hyderabad",Route-6
413,Bhavya Kulkarni,8,Skating,Manoj Patel,9475551835,"H.No. 353, Miyapur, Hyderabad",Route-5
414,Sai Gupta,5,Music,Vivaan Iyer,9337673911,"H.No. 663, Uppal, Hyderabad",Route-11
415,Saanvi Singh,5,Cricket,Naveen Verma,9609057994,"H.No. 934, Miyapur, Hyderabad",Route-11
416,Diya Kulkarni,7,Singing,Aarav Varma,9865299271,"H.No. 991, Manikonda, Hyderabad",Route-11
417,Meera Nair,8,Music,Vamsi Agarwal,9601113183,"H.No. 310, Nagole, Hyderabad",Route-9
418,Harini Iyer,5,Kabaddi,Manasa Rao,9702859986,"H.No. 663, Begumpet, Hyderabad",Route-10
419,Riya Gupta,5,Coding,Krishna Chowdary,9787833374,"H.No. 333, Nizampet, Hyderabad",Route-5
420,Sneha Gupta,9,Football,Ishita Naidu,9964823687,"H.No. 878, Kondapur, Hyderabad",Route-10
421,Likith Mishra,10,Singing,Kiran Reddy,9378556835,"H.No. 929, Madhapur, Hyderabad",Route-7
422,Vamsi Sharma,6,Dance,Manasa Das,9836928463,"H.No. 548, Nagole, Hyderabad",Route-8
423,Teja Verma,10,Chess,Priya Patel,9415448230,"H.No. 100, Gachibowli, Hyderabad",Route-3
424,Sneha Joshi,10,Dance,Diya Mishra,9481482646,"H.No. 229, Manikonda, Hyderabad",Route-5
425,Naveen Mishra,9,Swimming,Harsha Singh,9226466892,"H.No. 482, Ameerpet, Hyderabad",Route-11
426,Manasa Das,8,Story Writing,Harini Kumar,9228651382,"H.No. 889, Nagole, Hyderabad",Route-7
427,Sirisha Gupta,6,Music,Naveen Sharma,9467938988,"H.No. 420, Begumpet, Hyderabad",Route-8
428,Nikhil Mishra,8,Chess,Diya Kumar,9436525794,"H.No. 650, Ameerpet, Hyderabad",Route-1
429,Manoj Singh,9,Yoga,Saanvi Patel,9943113786,"H.No. 782, Kondapur, Hyderabad",Route-2
430,Kiran Kulkarni,8,Yoga,Akash Nair,9511582876,"H.No. 5, Ameerpet, Hyderabad",Route-9
431,Ishita Agarwal,9,Cricket,Aarav Mishra,9826652789,"H.No. 5, Nagole, Hyderabad",Route-12
432,Pooja Varma,6,Volleyball,Teja Gupta,9640453426,"H.No. 603, Dilsukhnagar, Hyderabad",Route-3
433,Arjun Sharma,8,Story Writing,Priya Gupta,9740347321,"H.No. 537, LB Nagar, Hyderabad",Route-7
434,Kiran Mishra,6,Volleyball,Bhavya Agarwal,9120535029,"H.No. 234, Uppal, Hyderabad",Route-12
435,Kiran Yadav,9,Reading,Vivaan Das,9493624575,"H.No. 729, Nagole, Hyderabad",Route-1
436,Vamsi Singh,5,Football,Madhavi Kulkarni,9810784787,"H.No. 111, Nagole, Hyderabad",Route-1
437,Vihaan Rao,8,Skating,Naveen Babu,9371375678,"H.No. 486, Manikonda, Hyderabad",Route-3
438,Saanvi Reddy,10,Story Writing,Priya Nair,9389885759,"H.No. 638, Begumpet, Hyderabad",Route-12
439,Kiran Nair,10,Reading,Krishna Verma,9403554082,"H.No. 117, Kondapur, Hyderabad",Route-2
440,Bhavya Yadav,7,Music,Navya Yadav,9484315640,"H.No. 721, Madhapur, Hyderabad",Route-5
441,Ananya Sharma,6,Yoga,Divya Chowdary,9454982932,"H.No. 241, Ameerpet, Hyderabad",Route-1
442,Sai Rao,6,Story Writing,Pallavi Chowdary,9180582403,"H.No. 741, Manikonda, Hyderabad",Route-2
443,Sneha Varma,7,Football,Rohit Gupta,9207169001,"H.No. 833, Miyapur, Hyderabad",Route-1
444,Riya Agarwal,10,Reading,Abhiram Nair,9914115345,"H.No. 912, Ameerpet, Hyderabad",Route-1
445,Kiran Patel,8,Coding,Charan Agarwal,9887125715,"H.No. 96, LB Nagar, Hyderabad",Route-6
446,Diya Rao,8,Volleyball,Likith Iyer,9840777094,"H.No. 872, Gachibowli, Hyderabad",Route-7
447,Ananya Rao,6,Cycling,Kiran Sharma,9734313309,"H.No. 495, Kondapur, Hyderabad",Route-10
448,Manoj Patel,7,Cricket,Harini Iyer,9834937767,"H.No. 902, Nizampet, Hyderabad",Route-12
449,Kiran Chowdary,8,Football,Bhavya Rao,9168006560,"H.No. 268, Nagole, Hyderabad",Route-6
450,Aarav Verma,6,Painting,Pallavi Das,9657379037,"H.No. 536, Manikonda, Hyderabad",Route-12
451,Harini Rao,8,Volleyball,Akash Varma,9259616499,"H.No. 860, Nizampet, Hyderabad",Route-9
452,Harini Sharma,9,Yoga,Aarav Patel,9277601056,"H.No. 77, Kondapur, Hyderabad",Route-8
453,Abhiram Varma,5,Dance,Charan Singh,9691090113,"H.No. 659, Madhapur, Hyderabad",Route-7
454,Pooja Kumar,9,Badminton,Rohit Babu,9635213213,"H.No. 458, LB Nagar, Hyderabad",Route-2
455,Bhavya Reddy,8,Skating,Krishna Iyer,9689590340,"H.No. 1, Nizampet, Hyderabad",Route-2
456,Navya Kulkarni,9,Swimming,Priya Verma,9465989408,"H.No. 373, Nizampet, Hyderabad",Route-1
457,Kavya Babu,9,Yoga,Charan Joshi,9869505738,"H.No. 673, LB Nagar, Hyderabad",Route-12
458,Manoj Rao,5,Kabaddi,Krishna Varma,9991081037,"H.No. 649, Kondapur, Hyderabad",Route-5
459,Divya Verma,5,Yoga,Harsha Rao,9250806165,"H.No. 842, Manikonda, Hyderabad",Route-12
460,Naveen Rao,6,Reading,Sneha Kulkarni,9521869399,"H.No. 221, Gachibowli, Hyderabad",Route-4
461,Charan Rao,10,Reading,Naveen Sharma,9929084565,"H.No. 914, Gachibowli, Hyderabad",Route-8
462,Manasa Verma,5,Football,Kiran Chowdary,9694022242,"H.No. 958, Madhapur, Hyderabad",Route-10
463,Lakshmi Verma,6,Drawing,Diya Das,9211190223,"H.No. 397, Nagole, Hyderabad",Route-10
464,Navya Mishra,8,Dance,Keerthi Iyer,9393771337,"H.No. 408, LB Nagar, Hyderabad",Route-5
465,Manoj Naidu,9,Story Writing,Kiran Nair,9420955532,"H.No. 864, Manikonda, Hyderabad",Route-9
466,Abhiram Joshi,6,Singing,Saanvi Yadav,9837243267,"H.No. 354, Tarnaka, Hyderabad",Route-11
467,Kiran Patel,10,Painting,Keerthi Joshi,9862735437,"H.No. 119, Kondapur, Hyderabad",Route-6
468,Divya Chowdary,10,Cycling,Manasa Das,9823963430,"H.No. 766, Tarnaka, Hyderabad",Route-9
469,Riya Nair,5,Volleyball,Aarav Verma,9256043375,"H.No. 55, Nagole, Hyderabad",Route-1
470,Ishita Singh,10,Drawing,Ananya Gupta,9166607238,"H.No. 708, Kondapur, Hyderabad",Route-5
471,Saanvi Joshi,8,Skating,Aditya Agarwal,9340848222,"H.No. 761, Nagole, Hyderabad",Route-9
472,Vamsi Varma,10,Football,Keerthi Gupta,9509721231,"H.No. 397, Madhapur, Hyderabad",Route-11
473,Abhiram Joshi,10,Music,Vihaan Reddy,9766323040,"H.No. 890, Kondapur, Hyderabad",Route-8
474,Kavya Agarwal,10,Music,Manasa Joshi,9933381221,"H.No. 743, Uppal, Hyderabad",Route-5
475,Manoj Patel,6,Story Writing,Arjun Patel,9228155179,"H.No. 387, Ameerpet, Hyderabad",Route-7
476,Meera Joshi,6,Coding,Sneha Naidu,9106061417,"H.No. 339, Gachibowli, Hyderabad",Route-12
477,Nikhil Sharma,9,Singing,Nikhil Mishra,9626725060,"H.No. 809, Begumpet, Hyderabad",Route-9
478,Teja Kumar,6,Story Writing,Abhiram Verma,9173203925,"H.No. 806, Secunderabad, Hyderabad",Route-3
479,Naveen Joshi,5,Dance,Madhavi Iyer,9329086910,"H.No. 680, LB Nagar, Hyderabad",Route-6
480,Harsha Gupta,9,Skating,Saanvi Kulkarni,9984428681,"H.No. 771, Nagole, Hyderabad",Route-1
481,Rahul Agarwal,10,Dance,Manoj Varma,9142817871,"H.No. 699, Tarnaka, Hyderabad",Route-6
482,Vamsi Rao,9,Singing,Vamsi Singh,9126527569,"H.No. 934, Secunderabad, Hyderabad",Route-6
483,Keerthi Verma,5,Music,Manoj Chowdary,9443933202,"H.No. 527, Kukatpally, Hyderabad",Route-2
484,Ananya Joshi,10,Music,Madhavi Reddy,9819766863,"H.No. 645, Kondapur, Hyderabad",Route-4
